,total_cases,weekly_hosp_admissions_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,BanOnAllEvents,BanOnAllEventsPartial,ClosDaycare,ClosDaycarePartial,ClosPrim,ClosPrimPartial,ClosPubAny,ClosPubAnyPartial,ClosSec,ClosSecPartial,EntertainmentVenues,EntertainmentVenuesPartial,GymsSportsCentres,GymsSportsCentresPartial,HotelsOtherAccommodationPartial,IndoorOver100,IndoorOver1000,IndoorOver50,MasksMandatoryAllSpacesPartial,MasksMandatoryClosedSpaces,MasksVoluntaryAllSpaces,MassGather50,MassGather50Partial,MassGatherAll,MassGatherAllPartial,NonEssentialShops,NonEssentialShopsPartial,OutdoorOver100,PlaceOfWorshipPartial,PrivateGatheringRestrictions,QuarantineForInternationalTravellers,QuarantineForInternationalTravellersPartial,RestaurantsCafes,RestaurantsCafesPartial,SocialCirclePartial,StayHomeGen,StayHomeGenPartial,StayHomeOrderPartial,Teleworking,TeleworkingPartial,tmin,tmax,prcp,wdir,wspd,wpgt,pres,R_kat,new_cases,new_cases_lead_1,new_cases_lead_2,new_cases_lead_3,new_cases_lead_4,new_cases_lead_5
154,194036,3.078,0.763,0.015,66.7,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.6,25.7,0.0,116.7,7.9,18.5,1015.7,1,533.857,541.143,488.714,467.714,419.714,431.714
155,194458,3.078,0.785,0.015,66.7,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.7,29.2,0.0,261.3,11.4,37.0,1011.8,1,541.143,488.714,467.714,419.714,431.714,428.429
156,194693,2.681,0.806,0.008,125.0,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.4,27.6,2.0,263.8,11.0,31.5,1013.7,0,488.714,467.714,419.714,431.714,428.429,392.0
157,195042,2.681,0.816,0.008,125.0,0.0,0.0,63.43,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.3,22.6,3.4,271.2,11.3,38.9,1013.0,0,467.714,419.714,431.714,428.429,392.0,391.429
158,195418,2.681,0.826,0.008,125.0,0.0,0.0,63.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,24.6,0.0,259.8,16.0,46.3,1011.3,0,419.714,431.714,428.429,392.0,391.429,404.286
159,195893,2.681,0.836,0.008,125.0,0.0,0.0,63.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,29.4,0.0,254.3,12.7,37.0,1009.3,0,431.714,428.429,392.0,391.429,404.286,431.714
160,196370,2.681,0.845,0.008,125.0,0.0,0.0,63.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,25.9,0.0,272.8,11.3,31.5,1009.9,0,428.429,392.0,391.429,404.286,431.714,417.857
161,196780,2.681,0.855,0.008,125.0,0.0,0.0,63.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,24.1,0.0,295.7,13.4,31.5,1015.2,0,392.0,391.429,404.286,431.714,417.857,400.857
162,197198,2.681,0.865,0.008,125.0,0.0,0.0,63.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,0.0,260.4,13.8,40.8,1017.2,0,391.429,404.286,431.714,417.857,400.857,375.857
163,197523,2.525,0.875,0.006,166.7,0.0,0.0,63.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.8,0.0,254.9,16.8,46.3,1013.6,0,404.286,431.714,417.857,400.857,375.857,364.571
164,198064,2.525,0.875,0.006,166.7,0.0,0.0,63.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,22.2,0.0,278.5,16.4,48.2,1012.3,0,431.714,417.857,400.857,375.857,364.571,358.714
165,198343,2.525,0.875,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,20.8,0.0,287.1,13.8,31.5,1018.9,0,417.857,400.857,375.857,364.571,358.714,342.286
166,198699,2.525,0.875,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,17.9,7.7,270.0,8.5,24.1,1016.4,0,400.857,375.857,364.571,358.714,342.286,302.286
167,199001,2.525,0.875,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,26.3,4.4,271.9,8.7,27.8,1015.5,0,375.857,364.571,358.714,342.286,302.286,301.857
168,199332,2.525,0.875,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,28.1,0.0,261.5,13.4,48.2,1011.0,0,364.571,358.714,342.286,302.286,301.857,313.0
169,199709,2.525,0.876,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,20.3,0.0,338.3,9.7,29.6,1021.3,0,358.714,342.286,302.286,301.857,313.0,349.857
170,199919,2.657,0.876,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,22.8,0.0,308.5,8.5,20.4,1026.0,0,342.286,302.286,301.857,313.0,349.857,387.571
171,200180,2.657,0.883,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,25.2,0.0,194.6,7.5,18.5,1023.7,1,302.286,301.857,313.0,349.857,387.571,388.143
172,200456,2.657,0.891,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,26.5,0.0,215.9,8.0,18.5,1016.5,1,301.857,313.0,349.857,387.571,388.143,402.286
173,200890,2.657,0.898,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,20.6,6.4,273.1,9.3,27.8,1012.5,1,313.0,349.857,387.571,388.143,402.286,449.286
174,201450,2.657,0.906,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,19.8,1.0,298.0,10.8,25.9,1015.4,1,349.857,387.571,388.143,402.286,449.286,465.857
175,202045,2.657,0.913,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.2,0.0,319.7,10.4,27.8,1018.6,1,387.571,388.143,402.286,449.286,465.857,483.714
176,202426,2.657,0.92,0.006,166.7,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.2,0.0,337.4,9.7,24.1,1019.0,1,388.143,402.286,449.286,465.857,483.714,490.143
177,202735,3.102,0.928,0.007,142.9,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,28.7,1.7,321.3,8.0,22.2,1016.0,1,402.286,449.286,465.857,483.714,490.143,511.143
178,203325,3.102,0.931,0.007,142.9,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,28.2,0.0,292.1,11.4,37.0,1015.6,1,449.286,465.857,483.714,490.143,511.143,550.286
179,203717,3.102,0.934,0.007,142.9,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,24.4,0.0,342.7,8.7,25.9,1020.2,1,465.857,483.714,490.143,511.143,550.286,561.714
180,204276,3.102,0.937,0.007,142.9,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,25.1,0.0,340.7,9.0,24.1,1021.1,1,483.714,490.143,511.143,550.286,561.714,541.0
181,204881,3.102,0.94,0.007,142.9,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,25.8,0.0,336.6,8.7,22.2,1016.1,1,490.143,511.143,550.286,561.714,541.0,570.0
182,205623,3.102,0.943,0.007,142.9,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,27.4,0.0,279.5,8.5,24.1,1011.7,1,511.143,550.286,561.714,541.0,570.0,610.0
183,206278,3.102,0.946,0.007,142.9,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,28.2,0.0,268.6,9.9,24.1,1012.2,1,550.286,561.714,541.0,570.0,610.0,664.857
184,206667,3.571,0.949,0.008,125.0,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,24.6,0.9,257.3,10.0,31.5,1012.5,1,561.714,541.0,570.0,610.0,664.857,682.286
185,207112,3.571,0.957,0.008,125.0,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.1,0.0,247.0,8.3,20.4,1016.2,1,541.0,570.0,610.0,664.857,682.286,675.286
186,207707,3.571,0.965,0.008,125.0,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,31.4,0.0,264.4,14.1,48.2,1010.9,1,570.0,610.0,664.857,682.286,675.286,650.429
187,208546,3.571,0.973,0.008,125.0,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,27.7,0.0,286.1,13.7,33.3,1017.0,1,610.0,664.857,682.286,675.286,650.429,714.143
188,209535,3.571,0.981,0.008,125.0,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,29.4,0.0,297.9,8.7,20.4,1019.4,1,664.857,682.286,675.286,650.429,714.143,731.571
189,210399,3.571,0.989,0.008,125.0,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,30.3,0.0,329.8,9.0,24.1,1017.7,1,682.286,675.286,650.429,714.143,731.571,795.286
190,211005,3.571,0.997,0.008,125.0,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,346.6,7.9,18.5,1015.0,1,675.286,650.429,714.143,731.571,795.286,786.286
191,211220,4.076,1.005,0.01,100.0,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.9,28.5,5.7,305.1,8.2,25.9,1012.1,1,650.429,714.143,731.571,795.286,786.286,828.143
192,212111,4.076,1.036,0.01,100.0,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.7,21.2,12.7,334.4,11.4,25.9,1010.7,1,714.143,731.571,795.286,786.286,828.143,842.571
193,212828,4.076,1.068,0.01,100.0,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.4,18.7,6.1,329.3,10.5,25.9,1013.1,1,731.571,795.286,786.286,828.143,842.571,866.857
194,214113,4.076,1.1,0.01,100.0,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.8,26.6,0.0,221.5,8.0,20.4,1019.1,1,795.286,786.286,828.143,842.571,866.857,913.857
195,215039,4.076,1.132,0.01,100.0,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.2,29.5,0.0,190.9,8.3,24.1,1021.0,1,786.286,828.143,842.571,866.857,913.857,958.857
196,216196,4.076,1.163,0.01,100.0,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,32.4,0.0,193.5,7.8,18.5,1021.1,1,828.143,842.571,866.857,913.857,958.857,963.714
197,216903,4.076,1.195,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,34.2,0.0,206.0,8.3,18.5,1019.9,1,842.571,866.857,913.857,958.857,963.714,1034.571
198,217288,3.643,1.227,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.5,34.7,0.0,196.2,8.5,20.4,1017.6,1,866.857,913.857,958.857,963.714,1034.571,1085.0
199,218508,3.643,1.264,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.5,30.2,0.2,61.0,8.5,24.1,1016.5,1,913.857,958.857,963.714,1034.571,1085.0,1083.571
200,219540,3.643,1.301,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.8,31.0,0.0,71.9,8.6,27.8,1017.7,1,958.857,963.714,1034.571,1085.0,1083.571,1102.714
201,220859,3.643,1.338,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.5,32.2,0.0,156.5,8.8,20.4,1017.5,1,963.714,1034.571,1085.0,1083.571,1102.714,1170.286
202,222281,3.643,1.375,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.4,32.9,0.0,223.5,8.5,20.4,1014.0,1,1034.571,1085.0,1083.571,1102.714,1170.286,1225.714
203,223791,3.643,1.412,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.5,27.3,8.8,289.1,9.7,27.8,1012.4,1,1085.0,1083.571,1102.714,1170.286,1225.714,1263.857
204,224488,3.643,1.448,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.8,26.4,15.8,316.7,7.8,24.1,1013.5,1,1083.571,1102.714,1170.286,1225.714,1263.857,1287.286
205,225007,4.076,1.485,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.3,29.8,0.0,70.4,8.7,22.2,1013.2,1,1102.714,1170.286,1225.714,1263.857,1287.286,1319.714
206,226700,4.076,1.525,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.1,28.7,0.0,273.1,9.9,33.3,1010.6,1,1170.286,1225.714,1263.857,1287.286,1319.714,1339.0
