time,tmin,tmax,prcp,wdir,wspd,wpgt,pres
2021-06-09,16.6,24.0,3.7,299.1,8.3,18.5,1020.7
2021-06-10,15.4,25.3,0.0,289.7,9.4,24.1,1019.6
2021-06-11,16.7,27.2,0.0,297.6,11.4,29.6,1017.5
2021-06-12,17.8,24.9,0.8,289.4,15.6,42.6,1016.2
2021-06-13,14.2,18.8,0.0,318.2,17.4,40.8,1024.0
2021-06-14,10.9,26.3,0.0,228.6,8.4,20.4,1022.5
2021-06-15,13.1,29.1,0.0,306.4,8.7,22.2,1018.1
2021-06-16,18.2,30.6,0.0,144.2,8.1,20.4,1016.4
2021-06-17,16.5,33.0,0.0,133.5,9.2,25.9,1015.3
2021-06-18,16.8,33.6,0.0,154.3,8.8,22.2,1014.4
2021-06-19,18.6,33.5,0.0,286.3,8.1,20.4,1013.6
2021-06-20,19.8,32.5,0.0,274.0,8.0,20.4,1009.8
2021-06-21,21.4,30.5,0.4,287.9,11.7,37.0,1006.0
2021-06-22,19.4,23.9,11.2,328.8,10.7,22.2,1011.6
2021-06-23,17.4,23.1,3.3,11.3,8.3,20.4,1018.0
2021-06-24,17.8,22.1,10.0,349.3,9.6,24.1,1016.9
2021-06-25,17.2,21.2,11.2,317.6,7.3,20.4,1016.8
2021-06-26,16.4,24.7,0.0,305.7,7.3,20.4,1018.2
2021-06-27,14.8,27.2,0.0,156.2,7.6,18.5,1017.2
2021-06-28,16.6,29.6,0.0,130.8,8.2,20.4,1015.4
2021-06-29,19.1,27.4,3.0,271.5,7.7,22.2,1011.2
2021-06-30,17.2,23.3,6.4,269.8,17.1,44.5,1010.0
2021-07-01,15.4,20.1,1.1,263.9,14.3,46.3,1012.5
